Id,Category
963,2
964,5
965,4
966,1
967,3
968,1
969,4
970,2
971,4
972,1
973,2
974,1
975,2
976,4
977,3
978,3
979,2
980,3
981,3
982,3
983,4
984,1
985,3
986,4
987,2
988,3
989,3
990,1
991,4
992,3
993,1
994,2
995,4
996,3
997,5
998,5
999,1
1000,6
1001,3
1002,4
1003,1
1004,2
1005,1
1006,4
1007,1
1008,2
1009,4
1010,3
1011,5
1012,3
1013,3
1014,3
1015,4
1016,1
1017,2
1018,3
1019,3
1020,4
1021,1
1022,6
1023,1
1024,1
1025,2
1026,3
1027,1
1028,3
1029,1
1030,6
1031,1
1032,4
1033,2
1034,1
1035,1
1036,2
1037,3
1038,5
1039,1
1040,1
1041,5
1042,5
1043,1
1044,3
1045,4
1046,5
1047,3
1048,2
1049,3
1050,3
1051,2
1052,1
1053,1
1054,2
1055,3
1056,3
1057,1
1058,1
1059,1
1060,3
1061,2
1062,5
1063,3
1064,5
1065,2
1066,2
1067,3
1068,2
1069,5
1070,3
1071,3
1072,1
1073,4
1074,1
1075,1
1076,1
1077,3
1078,3
1079,2
1080,1
1081,1
1082,3
1083,1
1084,1
1085,2
1086,1
1087,3
1088,4
1089,2
1090,2
1091,5
1092,1
1093,1
1094,3
1095,4
1096,1
1097,4
1098,2
1099,5
1100,1
1101,1
1102,2
1103,1
1104,1
1105,3
1106,1
1107,3
1108,2
1109,3
1110,1
1111,1
1112,2
1113,5
1114,3
1115,3
1116,4
1117,2
1118,4
1119,2
1120,4
1121,3
1122,1
1123,4
1124,3
1125,3
1126,1
1127,2
1128,3
1129,3
1130,2
1131,1
1132,3
1133,2
1134,6
1135,4
1136,1
1137,3
1138,4
1139,4
1140,2
1141,2
1142,3
1143,1
1144,2
1145,2
1146,2
1147,4
1148,1
1149,1
1150,1
1151,4
1152,3
1153,1
1154,5
1155,3
1156,5
1157,3
1158,1
1159,2
1160,3
1161,2
1162,2
1163,4
1164,3
1165,2
1166,4
1167,2
1168,6
1169,1
1170,2
1171,2
1172,2
1173,1
1174,3
1175,1
1176,4
1177,4
1178,1
1179,5
1180,3
1181,4
1182,1
1183,5
1184,5
1185,3
1186,3
1187,6
1188,1
1189,2
1190,1
1191,2
1192,4
1193,1
1194,4
1195,3
1196,2
1197,1
1198,1
1199,2
1200,3
1201,3
1202,1
1203,2
1204,4
1205,1
1206,2
1207,5
1208,1
1209,2
1210,6
1211,1
1212,1
1213,1
1214,4
1215,1
1216,1
1217,1
1218,2
1219,1
1220,4
1221,1
1222,1
1223,6
1224,5
1225,2
1226,4
1227,5
1228,6
1229,6
1230,1
1231,5
1232,1
1233,3
1234,4
1235,1
1236,1
1237,2
1238,5
1239,1
1240,1
1241,1
1242,2
1243,2
1244,2
1245,5
1246,1
1247,1
1248,2
1249,4
1250,1
1251,2
1252,3
1253,2
1254,3
1255,6
1256,1
1257,2
1258,5
1259,1
1260,3
1261,3
1262,4
1263,4
1264,3
1265,1
1266,3
1267,3
1268,3
1269,4
1270,1
1271,3
1272,3
1273,4
1274,1
1275,4
1276,3
1277,2
1278,2
1279,3
1280,1
1281,3
1282,4
1283,3
1284,4
1285,4
1286,3
1287,4
1288,2
1289,2
1290,3
1291,3
1292,6
1293,3
1294,1
1295,3
1296,5
1297,5
1298,4
1299,1
1300,3
1301,1
1302,1
1303,3
1304,4
1305,3
1306,2
1307,1
1308,1
1309,1
1310,2
1311,2
1312,1
1313,6
1314,6
1315,1
1316,3
1317,1
1318,3
1319,2
1320,5
1321,3
1322,1
1323,2
1324,3
1325,1
1326,1
1327,2
1328,3
1329,6
1330,3
1331,2
1332,1
1333,1
1334,2
1335,3
1336,1
1337,1
1338,4
1339,6
1340,2
1341,3
1342,1
1343,4
1344,4
1345,2
1346,1
1347,4
1348,2
1349,1
1350,3
1351,1
1352,3
1353,1
1354,2
1355,4
1356,3
1357,1
1358,5
1359,4
1360,1
1361,2
1362,2
1363,1
1364,3
1365,4
1366,1
1367,1
1368,3
1369,1
1370,2
1371,4
1372,4
1373,4
1374,3
1375,1
1376,1
1377,1
1378,1
1379,4
1380,4
1381,1
1382,1
1383,1
1384,3
1385,3
1386,3
1387,3
1388,2
1389,3
1390,1
1391,1
1392,4
1393,4
1394,2
1395,4
1396,4
1397,3
1398,4
1399,3
1400,3
1401,3
1402,1
1403,4
1404,1
1405,3
1406,3
1407,3
1408,2
1409,5
1410,1
1411,2
1412,3
1413,3
1414,1
1415,4
1416,3
1417,1
1418,2
1419,2
1420,3
1421,3
1422,2
1423,1
1424,5
1425,1
1426,1
1427,1
1428,6
1429,1
1430,1
1431,4
1432,1
1433,1
1434,1
1435,1
1436,1
1437,3
1438,5
1439,3
1440,5
1441,3
1442,6
1443,3
1444,3
1445,1
1446,2
1447,4
1448,3
1449,1
1450,1
1451,1
1452,3
1453,6
1454,6
1455,1
1456,1
1457,1
1458,5
1459,3
1460,1
1461,1
1462,3
1463,1
1464,2
1465,1
1466,3
1467,1
1468,6
1469,6
1470,4
1471,5
1472,5
1473,1
1474,1
1475,3
1476,2
1477,1
1478,2
1479,1
1480,4
1481,4
1482,2
1483,2
1484,3
1485,4
1486,4
1487,1
1488,6
1489,3
1490,3
1491,3
1492,2
1493,1
1494,5
1495,1
1496,1
1497,1
1498,3
1499,4
1500,3
1501,4
1502,4
1503,2
1504,5
1505,1
1506,3
1507,3
1508,2
1509,2
1510,2
1511,2
1512,5
1513,4
1514,4
1515,1
1516,4
1517,3
1518,2
1519,3
1520,1
1521,4
1522,1
1523,1
1524,1
1525,4
1526,4
1527,3
1528,5
1529,5
1530,1
1531,4
1532,4
1533,1
1534,2
1535,2
1536,2
1537,1
1538,6
1539,1
1540,3
1541,2
1542,3
1543,1
1544,4
1545,5
1546,3
1547,2
1548,4
1549,3
1550,1
1551,4
1552,4
1553,5
1554,2
1555,1
1556,3
1557,1
1558,2
1559,1
1560,5
1561,3
1562,4
1563,3
1564,4
1565,3
1566,2
1567,3
1568,4
1569,3
1570,6
1571,2
1572,2
1573,5
1574,4
1575,6
1576,3
1577,4
1578,3
1579,1
1580,3
1581,4
1582,3
1583,3
1584,2
1585,2
1586,2
1587,2
1588,3
1589,4
1590,1
1591,6
1592,3
1593,6
1594,4
1595,3
1596,2
1597,2
1598,1
1599,1
1600,3
1601,4
1602,4
1603,3
1604,4
1605,1
1606,3
1607,5
1608,4
1609,3
1610,3
1611,2
1612,1
1613,3
1614,1
1615,1
1616,2
1617,3
1618,1
1619,3
1620,1
1621,2
1622,4
1623,1
1624,3
1625,1
1626,4
1627,2
1628,3
1629,2
1630,2
1631,4
1632,1
1633,1
1634,1
1635,6
1636,1
1637,4
1638,6
1639,4
1640,1
1641,2
1642,6
1643,4
1644,2
1645,3
1646,3
1647,4
1648,1
1649,3
1650,3
1651,3
1652,1
1653,3
1654,1
1655,6
1656,1
1657,1
1658,6
1659,2
1660,1
1661,5
1662,1
1663,4
1664,4
1665,1
1666,1
1667,3
1668,1
1669,1
1670,2
1671,3
1672,2
1673,5
1674,1
1675,1
1676,3
1677,4
1678,1
1679,3
1680,4
1681,2
1682,1
1683,4
1684,4
1685,1
1686,5
1687,3
1688,6
1689,2
1690,2
1691,1
1692,4
1693,3
1694,2
1695,2
1696,3
1697,1
1698,3
1699,4
1700,1
1701,1
1702,1
1703,4
1704,2
1705,2
1706,5
1707,2
1708,2
1709,4
1710,3
1711,1
1712,1
1713,2
1714,3
1715,2
1716,1
1717,3
1718,5
1719,3
1720,2
1721,1
1722,2
1723,4
1724,3
1725,3
1726,1
1727,2
1728,2
1729,1
1730,1
1731,3
1732,4
1733,4
1734,1
1735,3
1736,4
1737,1
1738,4
1739,4
1740,3
1741,5
1742,4
1743,4
1744,6
1745,3
1746,1
1747,1
1748,3
1749,1
1750,2
1751,3
1752,3
1753,3
1754,3
1755,3
1756,5
1757,5
1758,3
1759,1
1760,3
1761,1
1762,3
1763,2
1764,5
1765,5
1766,3
1767,6
1768,1
1769,3
1770,4
1771,2
1772,4
1773,2
1774,3
1775,3
1776,1
1777,5
1778,1
1779,1
1780,4
1781,3
1782,3
1783,3
1784,1
1785,2
1786,3
1787,1
1788,2
1789,4
1790,4
1791,2
1792,3
1793,3
1794,3
1795,1
1796,3
1797,1
1798,2
1799,3
1800,2
1801,1
1802,1
1803,2
1804,3
1805,4
1806,4
1807,5
1808,5
1809,3
1810,3
1811,6
1812,4
1813,5
1814,5
1815,5
1816,2
1817,4
1818,2
1819,1
1820,3
1821,3
1822,3
1823,1
1824,2
1825,1
1826,6
1827,2
1828,1
1829,1
1830,5
1831,3
1832,3
1833,6
1834,2
1835,1
1836,5
1837,4
1838,1
1839,3
1840,1
1841,5
1842,4
1843,3
1844,3
1845,4
1846,1
1847,1
1848,6
1849,1
1850,2
1851,3
1852,4
1853,1
1854,2
1855,1
1856,1
1857,2
1858,4
1859,4
1860,5
1861,1
1862,1
1863,3
1864,3
1865,1
1866,4
1867,2
1868,1
1869,1
1870,6
1871,1
1872,1
1873,5
1874,6
1875,2
1876,2
1877,3
1878,6
1879,1
1880,3
1881,3
1882,1
1883,1
1884,1
1885,3
1886,3
1887,3
1888,4
1889,1
1890,4
1891,4
1892,4
1893,3
1894,3
1895,1
1896,4
1897,2
1898,3
1899,1
1900,1
1901,5
1902,3
1903,3
1904,1
1905,6
1906,3
1907,1
1908,1
1909,1
1910,1
1911,5
1912,3
1913,4
1914,3
1915,1
1916,1
1917,4
1918,2
1919,4
1920,4
1921,2
1922,2
1923,3
1924,2
1925,1
1926,3
1927,3
1928,1
1929,1
1930,1
1931,2
1932,3
1933,3
1934,4
1935,2
1936,4
1937,3
1938,2
1939,3
1940,3
1941,1
1942,3
1943,2
1944,1
1945,1
1946,1
1947,1
1948,4
1949,1
1950,3
1951,3
1952,1
1953,3
1954,4
1955,1
1956,3
1957,6
1958,1
1959,1
1960,2
1961,1
1962,2
1963,5
1964,3
1965,2
1966,3
1967,2
1968,3
1969,3
1970,4
1971,1
1972,3
1973,2
1974,1
1975,1
1976,2
1977,3
1978,4
1979,2
1980,3
1981,1
1982,1
1983,1
1984,3
1985,4
1986,3
1987,4
1988,4
1989,2
1990,3
1991,4
1992,2
1993,3
1994,4
1995,2
1996,4
1997,3
1998,1
1999,1
2000,3
2001,5
2002,1
2003,2
2004,1
2005,3
2006,6
2007,1
2008,4
2009,1
2010,1
2011,1
2012,6
2013,4
2014,3
2015,1
2016,2
2017,1
2018,4
2019,1
2020,3
2021,2
2022,3
2023,4
2024,4
2025,4
2026,5
2027,3
2028,4
2029,3
2030,1
2031,2
2032,3
2033,3
2034,6
2035,5
2036,6
2037,3
2038,3
2039,1
2040,1
2041,3
2042,3
2043,6
2044,1
2045,1
2046,1
2047,1
2048,2
2049,1
2050,6
2051,1
2052,1
2053,2
2054,4
2055,3
2056,1
2057,1
2058,1
2059,2
2060,5
2061,1
2062,4
2063,1
2064,1
2065,3
2066,1
2067,3
2068,3
2069,1
2070,1
2071,1
2072,3
2073,1
2074,1
2075,2
2076,3
2077,1
2078,2
2079,6
2080,5
2081,3
2082,4
2083,4
2084,1
2085,2
2086,3
2087,3
2088,3
2089,4
2090,4
2091,1
2092,2
2093,1
2094,2
2095,5
2096,1
2097,4
2098,1
2099,2
2100,2
2101,1
2102,2
2103,3
2104,1
2105,2
2106,1
2107,6
2108,5
2109,1
2110,3
2111,4
2112,1
2113,6
2114,1
2115,4
2116,3
2117,2
2118,2
2119,2
2120,1
2121,6
2122,1
2123,2
2124,3
2125,5
2126,1
2127,1
2128,1
2129,3
2130,5
2131,1
2132,3
2133,3
2134,1
2135,2
2136,1
2137,4
2138,3
2139,1
2140,1
2141,4
2142,2
2143,1
2144,5
2145,1
2146,1
2147,4
2148,3
2149,1
2150,5
2151,4
2152,2
2153,6
2154,1
2155,1
2156,2
2157,1
2158,1
2159,3
2160,4
2161,3
2162,3
2163,1
2164,1
2165,2
2166,3
2167,1
2168,2
2169,2
2170,1
2171,1
2172,2
2173,1
2174,1
2175,2
2176,4
2177,3
2178,3
2179,2
2180,1
2181,1
2182,4
2183,5
2184,2
2185,1
2186,5
2187,3
2188,1
2189,1
2190,1
2191,5
2192,1
2193,2
2194,5
2195,1
2196,1
2197,2
2198,4
2199,2
2200,4
2201,1
2202,1
2203,1
2204,1
2205,3
2206,1
2207,3
2208,2
2209,2
2210,3
2211,2
2212,1
2213,4
2214,3
2215,3
2216,3
2217,1
2218,4
2219,1
2220,3
2221,1
2222,1
2223,4
2224,1
2225,2
2226,1
2227,5
2228,4
2229,5
2230,1
2231,2
2232,4
2233,2
2234,3
2235,3
2236,1
2237,3
2238,3
2239,2
2240,6
2241,3
2242,1
2243,2
2244,3
2245,3
2246,4
2247,2
2248,2
2249,3
2250,1
2251,1
2252,2
2253,2
2254,1
2255,4
2256,3
2257,1
2258,3
2259,3
2260,1
2261,1
2262,1
2263,3
2264,2
2265,4
2266,4
2267,2
2268,1
2269,5
2270,3
2271,3
2272,4
2273,1
2274,4
2275,1
2276,1
2277,3
2278,1
2279,5
2280,3
2281,1
2282,5
2283,2
2284,3
2285,4
2286,2
2287,1
2288,2
2289,1
2290,3
2291,4
2292,2
2293,6
2294,1
2295,1
2296,1
2297,2
2298,2
2299,1
2300,4
2301,1
2302,3
2303,5
2304,3
2305,3
2306,5
2307,4
2308,2
2309,1
2310,1
2311,1
2312,3
2313,1
2314,5
2315,5
2316,5
2317,1
2318,4
2319,1
2320,1
2321,4
2322,3
2323,2
2324,2
2325,3
2326,1
2327,4
2328,2
2329,3
2330,3
2331,1
2332,4
2333,3
2334,5
2335,2
2336,2
2337,1
2338,3
2339,4
2340,3
2341,5
2342,3
2343,1
2344,3
2345,5
2346,1
2347,5
2348,3
2349,2
2350,4
2351,4
2352,1
2353,1
2354,2
2355,1
2356,1
2357,1
2358,3
2359,4
2360,4
2361,4
2362,3
2363,3
2364,3
2365,1
2366,3
2367,6
2368,3
2369,1
2370,5
2371,4
2372,3
2373,1
2374,3
2375,4
2376,2
2377,4
2378,1
2379,3
2380,5
2381,1
2382,1
2383,4
2384,5
2385,2
2386,2
2387,3
2388,1
2389,1
2390,4
2391,1
2392,3
2393,4
2394,1
2395,5
2396,2
2397,1
2398,3
2399,1
2400,3
2401,2
2402,3
2403,3
2404,3
2405,3
2406,2
2407,3
2408,3
2409,3
2410,3
2411,1
2412,3
2413,3
2414,5
2415,1
2416,1
2417,1
2418,2
2419,3
2420,1
2421,1
2422,2
2423,1
2424,1
2425,3
2426,3
2427,2
2428,4
2429,1
2430,6
2431,3
2432,2
2433,1
2434,4
2435,6
2436,1
2437,5
2438,3
2439,3
2440,3
2441,1
2442,3
2443,4
2444,1
2445,3
2446,1
2447,3
2448,6
2449,3
2450,2
2451,1
2452,6
2453,1
2454,2
2455,1
2456,1
2457,4
2458,1
2459,2
2460,2
2461,1
2462,1
2463,1
2464,3
2465,5
2466,4
2467,4
2468,5
2469,1
2470,1
2471,4
2472,3
2473,3
2474,3
2475,1
2476,2
2477,2
2478,2
2479,3
2480,2
2481,3
2482,3
2483,1
2484,3
2485,4
2486,5
2487,6
2488,6
2489,1
2490,3
2491,3
2492,5
2493,1
2494,1
2495,5
2496,1
2497,3
2498,5
2499,1
2500,3
2501,1
2502,2
2503,6
2504,3
2505,3
2506,1
2507,4
2508,1
2509,1
2510,1
2511,4
2512,3
2513,2
2514,3
2515,3
2516,6
2517,1
2518,1
2519,2
2520,1
2521,4
2522,2
2523,4
2524,5
2525,1
2526,3
2527,1
2528,1
2529,1
2530,5
2531,4
2532,2
2533,1
2534,2
2535,3
2536,3
2537,3
2538,1
2539,1
2540,1
2541,3
2542,6
2543,3
2544,5
2545,4
2546,1
2547,5
2548,1
2549,3
2550,3
2551,5
2552,1
2553,3
2554,2
2555,1
2556,5
2557,1
2558,3
2559,1
2560,3
2561,5
2562,2
2563,2
2564,1
2565,1
2566,2
2567,3
2568,4
2569,1
2570,2
2571,3
2572,1
2573,1
2574,2
2575,1
2576,4
2577,1
2578,3
2579,4
2580,1
2581,2
2582,3
2583,4
2584,3
2585,1
2586,3
2587,3
2588,5
2589,2
2590,1
2591,1
2592,1
2593,1
2594,3
2595,2
2596,1
2597,2
2598,2
2599,1
2600,2
2601,3
2602,1
2603,3
2604,4
2605,3
2606,1
2607,3
2608,2
2609,1
2610,5
2611,3
2612,1
2613,1
2614,3
2615,1
2616,3
2617,2
2618,5
2619,1
2620,6
2621,3
2622,3
2623,5
2624,4
2625,6
2626,1
2627,3
2628,4
2629,2
2630,1
2631,3
2632,3
2633,1
2634,1
2635,2
2636,3
2637,1
2638,1
2639,6
2640,3
2641,2
2642,1
2643,6
2644,3
2645,4
2646,3
2647,6
2648,4
2649,1
2650,1
2651,3
2652,2
2653,1
2654,4
2655,1
2656,1
2657,2
2658,2
2659,2
2660,5
2661,1
2662,2
2663,3
2664,2
2665,4
2666,3
2667,2
2668,3
2669,3
2670,4
2671,5
2672,1
2673,1
2674,2
2675,2
2676,1
2677,2
2678,3
2679,5
2680,1
2681,1
2682,4
2683,1
2684,3
2685,3
2686,5
2687,3
2688,1
2689,3
2690,4
2691,3
2692,3
2693,1
2694,2
2695,1
2696,3
2697,5
2698,3
2699,1
2700,1
2701,3
2702,1
2703,2
2704,5
2705,2
2706,4
2707,3
2708,1
2709,1
2710,4
2711,3
2712,3
2713,4
2714,3
2715,2
2716,1
2717,1
2718,1
2719,2
2720,2
2721,3
2722,1
2723,6
2724,3
2725,3
2726,2
2727,1
2728,3
2729,1
2730,1
2731,2
2732,3
2733,3
2734,1
2735,1
2736,1
2737,2
2738,4
2739,3
2740,3
2741,1
2742,3
2743,4
2744,4
2745,3
2746,1
2747,3
2748,1
2749,2
2750,1
2751,3
2752,1
2753,1
2754,3
2755,1
2756,1
2757,1
2758,4
2759,1
2760,1
2761,4
2762,3
2763,1
2764,4
2765,4
2766,2
2767,3
2768,3
2769,1
2770,2
2771,4
2772,3
2773,4
2774,3
2775,6
2776,1
2777,5
2778,6
2779,3
2780,1
2781,5
2782,1
2783,3
2784,3
2785,1
2786,2
2787,1
2788,4
2789,1
2790,2
2791,1
2792,1
2793,1
2794,1
2795,1
2796,2
2797,2
2798,5
2799,2
2800,1
2801,4
2802,1
2803,1
2804,3
2805,1
2806,6
2807,3
2808,3
2809,3
2810,1
2811,2
2812,5
2813,4
2814,3
2815,6
2816,1
2817,5
2818,4
2819,1
2820,3
2821,3
2822,2
2823,1
2824,4
2825,2
2826,3
2827,4
2828,3
2829,1
2830,6
2831,1
2832,5
2833,3
2834,4
2835,3
2836,1
2837,2
2838,1
2839,6
2840,2
2841,2
2842,3
2843,2
2844,1
2845,4
2846,4
2847,1
2848,2
2849,3
2850,1
2851,2
2852,1
2853,4
2854,6
2855,4
2856,2
2857,1
2858,4
2859,2
2860,5
2861,1
2862,3
2863,4
2864,3
2865,1
2866,4
2867,4
2868,5
2869,1
2870,4
2871,1
2872,3
2873,1
2874,2
2875,2
2876,1
2877,4
2878,2
2879,4
2880,4
2881,2
2882,3
2883,2
2884,3
2885,2
2886,4
2887,3
2888,1
2889,2
2890,4
2891,5
2892,3
2893,5
2894,2
2895,6
2896,4
2897,3
2898,6
2899,1
2900,4
2901,2
2902,1
2903,4
2904,3
2905,2
2906,3
2907,1
2908,3
2909,2
2910,1
2911,1
2912,2
2913,4
2914,1
2915,4
2916,2
2917,2
2918,3
2919,2
2920,1
2921,1
2922,1
2923,2
2924,4
2925,1
2926,3
2927,2
2928,3
2929,1
2930,4
2931,3
2932,2
2933,1
2934,4
2935,1
2936,4
2937,4
2938,2
2939,3
2940,4
2941,4
2942,3
2943,3
2944,4
2945,1
2946,1
2947,1
2948,1
2949,3
2950,2
2951,1
2952,2
2953,3
2954,2
2955,3
2956,3
2957,2
2958,2
2959,1
2960,1
2961,3
2962,3
2963,1
2964,2
2965,4
2966,4
2967,3
2968,5
2969,2
2970,4
2971,3
2972,1
2973,5
2974,1
2975,5
2976,3
2977,1
2978,1
2979,2
2980,4
2981,4
2982,5
2983,5
2984,5
2985,2
2986,3
2987,5
2988,2
2989,1
2990,3
2991,2
2992,2
2993,3
2994,5
2995,5
2996,1
